timestamp,time_s,speed_mps,distance_m,wheel_omega_rad_s,motor_current_A,steer_motor_deg,steer_column_deg,vx_mps,vy_mps,yaw_rate_rad_s,heading_rad,x_m,y_m,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,grade_deg,bank_deg,moving,gps_new_fix,gps_time_s,gps_latitude_deg,gps_longitude_deg,gps_altitude_m,gps_east_m,gps_north_m,gps_sigma_m
2026-09-11T19:04:41.365,0.000015,-0.000000,-0.000000,-0.000000,0.000000,-33.508301,11.528085,-0.000000,-0.001057,-0.002226,0.000000,0.000000,0.000000,0.002283,-0.000485,-0.000742,-0.089829,0.418057,9.701719,-1.015056,1.646595,0,1,-0.199014,38.990337,-76.939889,-3.044000,0.000000,0.000000,3.603156
2026-09-11T19:04:41.399,0.033426,-0.000000,-0.000000,-0.000000,0.000000,-33.508301,11.528085,-0.000000,-0.000353,-0.000742,-0.000050,-0.000000,-0.000024,-0.000186,0.001965,0.000741,-0.078845,0.414135,9.707309,-1.014345,1.646341,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.433,0.066840,-0.000000,-0.000000,-0.000000,0.000000,-33.508301,11.528085,-0.000000,0.000533,0.001123,-0.000043,-0.000000,-0.000021,-0.000848,-0.000061,0.002606,-0.069627,0.398150,9.712016,-1.013046,1.645055,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.466,0.100259,-0.000000,-0.000000,-0.000000,0.000000,-33.508301,11.528085,-0.000000,0.000280,0.000590,-0.000015,0.000000,-0.000007,0.001256,-0.000225,0.002074,-0.079434,0.419430,9.723098,-1.012395,1.645161,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.501,0.133707,-0.000000,-0.000000,-0.000000,0.000000,-33.508301,11.528085,-0.000000,-0.000909,-0.001914,-0.000037,-0.000000,-0.000017,0.003941,0.002607,-0.000430,-0.079336,0.412958,9.707603,-1.011744,1.644847,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.534,0.167127,-0.000000,-0.000000,-0.000000,0.000000,-33.508301,11.528085,-0.000000,-0.001255,-0.002642,-0.000113,-0.000000,-0.000054,0.000733,-0.000374,-0.001159,-0.069725,0.418548,9.709466,-1.010480,1.644898,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.568,0.200546,0.009820,0.000422,0.090922,0.000000,-33.508301,11.528085,0.009621,-0.001363,-0.002869,-0.000205,0.000161,-0.000097,0.001504,0.000897,-0.001385,-0.063155,0.410310,9.714468,-1.008804,1.644417,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.601,0.233969,0.009820,0.000752,0.090922,0.000000,-33.508301,11.528085,0.009621,-0.000983,-0.002069,-0.000287,0.000482,-0.000137,0.002427,0.002077,-0.000586,-0.060703,0.405015,9.703190,-1.006988,1.643597,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.634,0.267390,0.009820,0.001071,0.090922,0.000000,-33.508301,11.528085,0.009621,-0.000034,-0.000071,-0.000323,0.000804,-0.000154,-0.001533,0.000088,0.001412,-0.075609,0.440809,9.713781,-1.006156,1.645104,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.668,0.300853,0.009820,0.001401,0.090922,0.000000,-33.508301,11.528085,0.009621,-0.001217,-0.002563,-0.000367,0.001126,-0.000175,0.001612,0.001493,-0.001079,-0.058546,0.403249,9.698189,-1.004227,1.644162,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.701,0.334275,0.009820,0.001732,0.090922,0.000000,-33.508301,11.528085,0.009621,-0.000984,-0.002071,-0.000445,0.001447,-0.000212,0.000792,0.000971,-0.000587,-0.067568,0.436984,9.720254,-1.002906,1.645416,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.735,0.367697,0.009820,0.002062,0.090922,0.000000,-33.508301,11.528085,0.009621,0.000971,0.002044,-0.000445,0.001769,-0.000212,-0.001029,-0.000002,0.003528,-0.069823,0.402073,9.711231,-1.001746,1.644393,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.768,0.401119,0.009820,0.002381,0.090922,0.000000,-33.508301,11.528085,0.009621,0.000321,0.000676,-0.000400,0.002091,-0.000191,0.002996,-0.000177,0.002159,-0.070510,0.441103,9.700738,-1.000642,1.645909,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.801,0.434542,0.009820,0.002712,0.090922,0.000000,-33.508301,11.528085,0.009621,0.000043,0.000091,-0.000387,0.002412,-0.000185,0.002608,-0.000026,0.001574,-0.077374,0.406388,9.708093,-0.999375,1.645161,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.835,0.467960,0.009820,0.003042,0.090922,0.000000,-33.508301,11.528085,0.009621,-0.000267,-0.000563,-0.000395,0.002734,-0.000189,0.002476,0.000681,0.000921,-0.074727,0.405603,9.712310,-0.997329,1.644371,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.869,0.501378,0.009820,0.003372,0.090922,0.000000,-33.508301,11.528085,0.009621,0.000493,0.001038,-0.000387,0.003055,-0.000185,0.003832,0.000363,0.002521,-0.081101,0.428943,9.710349,-0.995719,1.645100,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.902,0.534878,0.009820,0.003703,0.090922,0.000000,-33.508301,11.528085,0.009621,0.000425,0.000895,-0.000354,0.003378,-0.000170,0.002895,-0.000555,0.002379,-0.088260,0.404720,9.708388,-0.994586,1.644250,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.935,0.568300,0.009820,0.004033,0.090922,0.000000,-33.508301,11.528085,0.009621,-0.000897,-0.001889,-0.000371,0.003699,-0.000178,0.001936,0.001274,-0.000406,-0.092673,0.432473,9.705249,-0.993755,1.645211,0,0,,38.990337,-76.939889,-3.044000,,,
2026-09-11T19:04:41.969,0.601722,0.009820,0.004352,0.090922,0.000000,-33.508301,11.528085,0.009621,-0.000108,-0.000227,-0.000406,0.004021,-0.000195,0.001750,-0.000479,0.001257,-0.088750,0.422765,9.712114,-0.992679,1.645531,0,0,,38.990337,-76.939889,-3.044000,,,
