timestamp,time_s,speed_mps,distance_m,wheel_omega_rad_s,motor_current_A,steer_motor_deg,steer_column_deg,vx_mps,vy_mps,yaw_rate_rad_s,heading_rad,x_m,y_m,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,grade_deg,bank_deg,moving,gps_new_fix,gps_time_s,gps_latitude_deg,gps_longitude_deg,gps_altitude_m,gps_east_m,gps_north_m,gps_sigma_m
2026-09-11T19:02:11.535,0.000011,-0.000000,-0.000000,-0.000000,0.000000,10.438670,-3.591286,-0.000000,-0.000526,-0.001108,0.000000,0.000000,0.000000,-0.002716,0.003044,0.000375,0.408741,0.210941,9.684067,-2.720151,0.174091,0,1,-0.683237,38.990286,-76.940886,-7.667000,0.000000,0.000000,2.957542
2026-09-11T19:02:11.569,0.033439,-0.000000,-0.000000,-0.000000,0.000000,10.102900,-3.475768,-0.000000,0.000234,0.000492,-0.000010,0.000000,-0.000005,-0.005197,-0.001502,0.001976,0.416685,0.201821,9.680929,-2.719636,0.173501,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.602,0.066855,-0.000000,-0.000000,-0.000000,0.000000,9.580363,-3.295997,-0.000000,0.000768,0.001618,0.000025,-0.000000,0.000012,-0.005779,-0.000787,0.003101,0.404426,0.222905,9.697600,-2.719921,0.174282,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.635,0.100273,-0.000000,-0.000000,-0.000000,0.000000,8.326548,-2.864638,-0.000000,0.000554,0.001167,0.000071,-0.000000,0.000034,-0.001264,0.001467,0.002650,0.401386,0.215452,9.681125,-2.720400,0.174572,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.669,0.133695,-0.000000,-0.000000,-0.000000,0.000000,4.694880,-1.615211,-0.000000,0.002063,0.004342,0.000164,-0.000000,0.000078,-0.003411,-0.001161,0.005826,0.409232,0.192210,9.679556,-2.720366,0.173354,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.703,0.167111,-0.000000,-0.000000,-0.000000,0.000000,3.474025,-1.195192,-0.000000,0.002693,0.005670,0.000331,-0.000000,0.000157,0.000495,-0.000048,0.007154,0.425118,0.262524,9.661414,-2.719303,0.176700,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.737,0.200523,-0.000000,-0.000000,-0.000000,0.000000,3.210353,-1.104479,-0.000000,0.002282,0.004805,0.000506,-0.000000,0.000240,-0.003723,-0.001829,0.006288,0.419823,0.155435,9.640427,-2.718595,0.173080,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.769,0.233966,-0.000000,-0.000000,-0.000000,0.000000,2.873210,-0.988490,-0.000000,0.000858,0.001807,0.000616,-0.000000,0.000293,-0.009943,-0.000123,0.003291,0.439436,0.185150,9.692697,-2.716623,0.171421,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.803,0.267394,-0.000000,-0.000000,-0.000000,0.000000,2.775706,-0.954945,-0.000000,-0.000437,-0.000921,0.000631,-0.000000,0.000300,-0.011744,0.002179,0.000563,0.445124,0.158181,9.694952,-2.714305,0.168035,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.837,0.300807,-0.000000,-0.000000,-0.000000,0.000000,2.770900,-0.953291,-0.000000,0.000743,0.001565,0.000642,-0.000000,0.000305,-0.011706,-0.001936,0.003048,0.416783,0.203292,9.691422,-2.713850,0.167607,0,0,,38.990286,-76.940886,-7.667000,,,
2026-09-11T19:02:11.870,0.334235,-0.000000,-0.000000,-0.000000,0.000000,2.770900,-0.953291,-0.000000,-0.000242,-0.000509,0.000660,-0.000000,0.000313,-0.013182,0.001692,0.000975,0.424040,0.182992,9.696620,-2.712928,0.165870,0,1,0.322523,38.990286,-76.940886,-7.716000,-0.002593,0.004633,2.957542
2026-09-11T19:02:11.903,0.367649,-0.000000,-0.000000,-0.000000,0.000000,2.770900,-0.953291,-0.000000,-0.001290,-0.002716,0.000606,-0.000000,0.000288,-0.010131,0.002343,-0.001232,0.417273,0.173382,9.695149,-2.712456,0.163531,0,0,,38.990286,-76.940886,-7.716000,,,
