timestamp,time_s,speed_mps,distance_m,wheel_omega_rad_s,motor_current_A,steer_motor_deg,steer_column_deg,vx_mps,vy_mps,yaw_rate_rad_s,heading_rad,x_m,y_m,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,grade_deg,bank_deg,moving,gps_new_fix,gps_time_s,gps_latitude_deg,gps_longitude_deg,gps_altitude_m,gps_east_m,gps_north_m,gps_sigma_m
2026-09-11T17:41:42.639,0.000008,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.000741,-0.001559,0.000000,0.000000,0.000000,-0.018823,0.001132,-0.000076,-0.006570,0.118955,9.679360,-2.219533,-1.672454,0,1,-0.555731,38.991432,-76.936688,-9.914000,0.000000,0.000000,2.782682
2026-09-11T17:41:42.673,0.033425,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.001868,-0.003932,-0.000092,-0.000000,-0.000044,-0.008692,0.000237,-0.002448,-0.090417,-0.089437,9.711526,-2.224958,-1.685937,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.706,0.066843,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,0.000699,0.001471,-0.000133,-0.000000,-0.000063,-0.005221,0.000332,0.002954,-0.030989,0.184267,9.711035,-2.226478,-1.681561,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.740,0.100259,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,0.000544,0.001146,-0.000089,-0.000000,-0.000042,-0.005249,0.001922,0.002630,-0.025693,-0.079434,9.695933,-2.227638,-1.694296,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.773,0.133674,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,0.000181,0.000381,-0.000064,-0.000000,-0.000030,-0.007281,-0.000224,0.001865,0.025007,0.098459,9.702307,-2.225505,-1.695380,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.807,0.167087,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,0.001075,0.002264,-0.000019,-0.000000,-0.000009,-0.010539,-0.000613,0.003747,0.013043,-0.028047,9.704661,-2.224171,-1.704636,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.840,0.200501,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.000677,-0.001425,-0.000005,0.000000,-0.000003,-0.009264,0.002269,0.000059,-0.000392,0.033441,9.727216,-2.223719,-1.709812,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.874,0.233916,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.000781,-0.001645,-0.000057,-0.000000,-0.000027,-0.003099,0.000046,-0.000161,-0.034225,0.026184,9.731237,-2.225462,-1.715401,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.907,0.267330,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,0.001001,0.002107,-0.000049,-0.000000,-0.000023,0.000882,-0.000969,0.003590,0.002354,0.020692,9.699463,-2.224819,-1.721282,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.940,0.300744,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.001176,-0.002475,-0.000055,-0.000000,-0.000026,0.014687,0.001577,-0.000992,-0.008238,0.061193,9.725843,-2.224869,-1.724478,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:42.974,0.334160,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.000425,-0.000894,-0.000111,-0.000000,-0.000053,0.018712,-0.000885,0.000590,0.019907,-0.009414,9.718783,-2.223096,-1.732207,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:43.008,0.367575,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.002420,-0.005095,-0.000212,-0.000000,-0.000100,0.023569,-0.000064,-0.003612,0.010101,0.054329,9.721921,-2.221978,-1.735726,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:43.040,0.400993,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.001421,-0.002993,-0.000347,-0.000000,-0.000165,0.023720,0.001584,-0.001509,0.012062,0.036383,9.709172,-2.220746,-1.740368,0,0,,38.991432,-76.936688,-9.914000,,,
2026-09-11T17:41:43.074,0.434409,-0.000000,-0.000000,-0.000000,0.000000,-5.474054,1.883276,-0.000000,-0.001332,-0.002805,-0.000444,-0.000000,-0.000211,0.014507,-0.000278,-0.001322,-0.018044,0.043345,9.715448,-2.221475,-1.744508,0,1,0.443420,38.991432,-76.936688,-9.937000,0.000720,0.003521,2.782682
2026-09-11T17:41:43.107,0.467824,-0.000000,-0.000000,-0.000000,0.000000,-5.382730,1.851857,-0.000000,-0.003305,-0.006957,-0.000607,-0.000000,-0.000288,0.006223,0.001005,-0.005474,-0.037756,0.055506,9.717115,-2.223471,-1.747815,0,0,,38.991432,-76.936688,-9.937000,,,
2026-09-11T17:41:43.141,0.501241,-0.000000,-0.000000,-0.000000,0.000000,-5.363504,1.845242,-0.000000,-0.002266,-0.004771,-0.000803,-0.000000,-0.000381,0.005114,0.003230,-0.003287,-0.017358,0.135528,9.706426,-2.224125,-1.745908,0,0,,38.991432,-76.936688,-9.937000,,,
2026-09-11T17:41:43.175,0.534656,-0.000000,-0.000000,-0.000000,0.000000,-5.363504,1.845242,-0.000000,-0.000557,-0.001173,-0.000902,-0.000000,-0.000428,-0.003894,0.000893,0.000311,0.048347,0.063841,9.698385,-2.220521,-1.748660,0,0,,38.991432,-76.936688,-9.937000,,,
