timestamp,time_s,speed_mps,distance_m,wheel_omega_rad_s,motor_current_A,steer_motor_deg,steer_column_deg,vx_mps,vy_mps,yaw_rate_rad_s,heading_rad,x_m,y_m,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,grade_deg,bank_deg,moving,gps_new_fix,gps_time_s,gps_latitude_deg,gps_longitude_deg,gps_altitude_m,gps_east_m,gps_north_m,gps_sigma_m
2026-09-11T16:21:26.344,0.000005,0.481998,0.002712,4.462944,0.000000,-111.502105,38.360816,0.377943,0.146339,0.308083,0.000000,0.000000,0.000000,0.046265,0.010336,0.309567,-0.046974,1.998988,10.525478,-1.564173,10.574228,1,1,-0.293608,38.990756,-76.937809,11.130000,0.000000,0.000000,6.354319
2026-09-11T16:21:26.377,0.033410,0.472376,0.018479,4.373853,0.000000,-117.874862,40.553278,0.358912,0.167995,0.353674,0.011053,0.012276,0.005316,0.027731,0.005113,0.355157,0.087770,0.914666,9.972383,-1.556010,10.502089,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.411,0.066824,0.492191,0.035501,4.557328,0.000000,-123.308288,42.422576,0.363331,0.172616,0.363401,0.023033,0.024243,0.011212,0.010152,0.020517,0.364885,-0.071490,1.432065,9.259243,-1.558352,10.464503,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.444,0.100231,0.501995,0.052123,4.648104,0.000000,-128.131972,44.082101,0.360605,0.182535,0.384285,0.035522,0.036155,0.017495,-0.002981,0.009856,0.385768,0.140333,-1.361555,8.965534,-1.547047,10.242957,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.478,0.133638,0.482751,0.067902,4.469921,0.000000,-134.276076,46.195898,0.334158,0.182194,0.383565,0.048348,0.047495,0.024066,-0.035186,0.000125,0.385049,-0.555253,0.241636,9.343972,-1.578691,10.130186,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.513,0.167054,0.454011,0.084103,4.203806,0.000000,-134.812346,46.380394,0.313207,0.173396,0.365044,0.060855,0.057971,0.030586,-0.027272,-0.003272,0.366527,0.301653,0.324698,9.850584,-1.550343,10.025054,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.545,0.200470,0.473903,0.100121,4.387993,0.000000,-135.038939,46.458351,0.326463,0.176390,0.371347,0.073159,0.068243,0.037134,0.008690,0.011655,0.372831,0.223297,1.015871,9.819301,-1.524948,9.966132,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.578,0.233892,0.522800,0.117433,4.840736,0.000000,-136.222716,46.865613,0.357444,0.189312,0.398552,0.086025,0.079148,0.044138,0.032898,0.022827,0.400035,0.826308,0.148473,10.222746,-1.457485,9.849410,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.611,0.267297,0.522881,0.134545,4.841487,0.000000,-137.848693,47.425009,0.353757,0.198546,0.417992,0.099663,0.090373,0.051688,0.080581,0.032887,0.419476,0.480820,1.442460,9.592375,-1.413049,9.818775,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.644,0.300703,0.542670,0.153042,5.024723,0.000000,-139.862624,48.117875,0.362287,0.209586,0.441233,0.114015,0.101537,0.059743,0.103805,0.005686,0.442717,-0.206920,0.801498,9.916877,-1.416706,9.745566,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.679,0.334114,0.543400,0.171464,5.031483,0.000000,-142.819320,49.135087,0.355535,0.209916,0.441929,0.128769,0.112591,0.068150,0.099060,0.014173,0.443412,0.172695,0.269291,9.426839,-1.397436,9.638380,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.713,0.367528,0.572811,0.190496,5.303810,0.000000,-147.095061,50.606099,0.363534,0.214180,0.450905,0.143685,0.123530,0.076802,0.075629,0.030043,0.452389,-0.782276,1.603878,9.352406,-1.441309,9.619646,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.746,0.400951,0.514887,0.207267,4.767468,0.000000,-149.108992,51.298965,0.321936,0.210941,0.444085,0.158642,0.133786,0.085545,0.035709,0.035162,0.445569,-0.312244,-0.116111,10.105851,-1.457369,9.489465,1,0,,38.990756,-76.937809,11.130000,,,
2026-09-11T16:21:26.778,0.434360,0.486403,0.224031,4.503735,0.000000,-151.659881,52.176564,0.298277,0.190970,0.402042,0.172776,0.142899,0.093873,-0.043799,0.019223,0.403526,-0.875145,0.444732,9.985327,-1.513100,9.399165,1,0,,38.990756,-76.937809,11.130000,,,
